Total Length of Bwd Packets,Bwd Packet Length Mean,Packet Length Mean,Packet Length Std,Packet Length Variance,Average Packet Size,Avg Bwd Segment Size,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,Label
54586,1231,1265,341,121788,1418,1128,41121,65016,65325,ATTACK
53831,1145,1691,391,239982,1230,1370,40092,65170,65215,ATTACK
66478,921,1704,357,240165,1764,1083,49628,65526,65073,ATTACK
11339,216,369,95,6596,372,263,13447,60832,61367,BENIGN
12466,266,455,134,16708,395,209,12680,60656,58187,BENIGN
67768,974,1541,432,117642,1399,842,67128,65038,65472,ATTACK
13495,219,460,97,6936,422,311,9531,62283,62078,BENIGN
76060,1328,1436,335,118680,1772,1146,65725,65010,65348,ATTACK
69382,837,1821,552,257744,1869,1317,61386,65297,65095,ATTACK
68715,1204,1765,397,261621,1628,882,40951,65415,65045,ATTACK
46429,824,1561,541,105648,1888,811,50842,65219,65031,ATTACK
8377,359,390,108,22184,539,327,8519,61218,63201,BENIGN
58441,1173,1715,505,163083,1404,941,53539,65280,65122,ATTACK
79350,1136,1365,386,284489,1480,923,57968,65006,65417,ATTACK
44259,1444,1974,569,275538,1558,846,76649,65456,65190,ATTACK
61841,1473,1209,530,108441,1881,1086,64863,65467,65406,ATTACK
73139,1249,1382,412,198263,1883,1311,49105,65402,65321,ATTACK
9162,241,406,103,14379,443,220,10469,64237,61566,BENIGN
69598,992,1313,436,162295,1537,1188,63791,65422,65068,ATTACK
12778,347,359,91,10875,372,278,8762,64479,59227,BENIGN
65193,1088,1417,394,220609,1294,1161,43108,65240,65415,ATTACK
9588,391,456,103,24476,458,293,13548,65445,60733,BENIGN
49648,982,1428,473,299436,1689,1303,70464,65018,65284,ATTACK
10695,234,408,98,6876,425,313,12462,62905,61801,BENIGN
14937,375,430,97,23601,549,213,8004,63030,59875,BENIGN
50405,1446,1771,480,229253,1579,1359,74290,65519,65376,ATTACK
47754,1332,1504,442,252303,1949,1193,64570,65520,65165,ATTACK
76791,1134,1892,319,193244,1209,1077,62602,65464,65436,ATTACK
43911,1106,1564,399,180437,1508,1162,77426,65419,65183,ATTACK
69813,965,1270,463,174811,1616,1107,63914,65080,65321,ATTACK
77237,1396,1632,562,118865,1246,1230,60201,65387,65093,ATTACK
72334,1389,1228,361,278293,1490,1040,70559,65113,65365,ATTACK
9238,224,497,115,24376,520,292,11315,61871,63051,BENIGN
52463,988,1884,351,116073,1598,1232,44650,65066,65359,ATTACK
10927,228,542,138,15091,543,254,12800,61852,61751,BENIGN
14661,289,450,102,21138,417,336,7118,60848,61265,BENIGN
49915,922,1220,480,231070,1550,1049,40296,65424,65464,ATTACK
61001,944,1381,527,151646,1691,1170,58381,65041,65489,ATTACK
79735,1063,1932,526,174257,1936,834,51613,65488,65043,ATTACK
64288,1012,1369,478,197028,1363,946,60878,65192,65087,ATTACK
14202,261,435,117,21485,383,266,8481,60696,60856,BENIGN
12655,216,382,96,11317,355,247,8235,65236,62020,BENIGN
51317,1263,1673,503,289734,1900,999,72653,65196,65328,ATTACK
54690,1203,1635,319,298480,1366,919,74714,65276,65234,ATTACK
50122,1425,1998,305,163786,1767,1135,75480,65253,65172,ATTACK
56887,814,1642,558,143219,1565,1350,53206,65507,65193,ATTACK
12967,369,365,147,18858,464,274,13830,61368,61840,BENIGN
78935,1205,1653,315,137316,1462,1162,57644,65313,65093,ATTACK
13043,303,422,89,14828,351,208,11646,63640,62218,BENIGN
13863,273,445,125,15995,448,341,13810,61068,61581,BENIGN
10349,373,465,104,13945,492,259,13850,61200,59144,BENIGN
14236,358,476,81,9424,516,213,11836,61370,64463,BENIGN
67296,1311,1444,423,114762,1874,888,50886,65235,65443,ATTACK
70059,1011,1313,311,162082,1269,1161,44331,65518,65317,ATTACK
10627,396,363,84,16790,512,342,11670,64582,59023,BENIGN
42420,1183,1504,388,148715,1250,825,67250,65431,65189,ATTACK
77082,926,1787,564,193140,1344,1312,79364,65055,65489,ATTACK
41817,1413,1470,489,102095,1737,807,44316,65039,65350,ATTACK
12391,329,439,113,20126,428,212,11194,65145,64922,BENIGN
77868,1007,1382,454,105304,1932,1070,64401,65134,65089,ATTACK
13491,235,406,104,21660,432,273,7154,62759,58311,BENIGN
70250,1084,1293,325,178256,1230,1000,79116,65415,65369,ATTACK
60130,979,1682,522,217621,1987,910,57778,65325,65402,ATTACK
75328,897,1462,368,151780,1270,1228,76875,65226,65526,ATTACK
9075,399,374,119,13463,415,268,12610,62077,60539,BENIGN
9474,275,451,142,17592,484,247,11928,61737,62278,BENIGN
10656,356,411,110,6631,393,209,12468,61843,63212,BENIGN
61358,1214,1305,302,179608,1365,1060,79191,65021,65321,ATTACK
14349,279,530,133,10057,493,203,12225,61610,64758,BENIGN
11799,354,414,87,16907,464,231,13233,64775,64933,BENIGN
74025,1066,1488,413,280083,1971,855,53005,65435,65168,ATTACK
11312,263,382,92,17884,395,230,11842,63159,58024,BENIGN
10989,236,392,144,12874,404,280,11442,63475,60205,BENIGN
63838,1097,1252,470,282118,1208,1025,75401,65473,65403,ATTACK
8747,341,529,110,18002,511,336,13096,63007,62169,BENIGN
11491,241,477,142,8745,541,225,13705,63568,61746,BENIGN
11012,232,398,90,10089,434,322,8004,63953,63788,BENIGN
14301,308,539,112,15922,453,273,9923,62195,61086,BENIGN
47636,1146,1940,397,231649,1225,903,72753,65020,65071,ATTACK
11414,218,541,107,17955,359,328,10384,62282,58814,BENIGN
13776,270,446,126,24677,353,251,10288,63555,62266,BENIGN
10057,358,423,101,17656,536,251,12795,62040,61178,BENIGN
40055,1451,1256,397,185321,1360,1390,48563,65432,65118,ATTACK
44490,1363,1652,528,157632,1206,1061,44547,65021,65143,ATTACK
65665,1005,1593,419,269798,1843,1077,58868,65387,65055,ATTACK
49750,1002,1978,555,234165,1918,1228,64493,65139,65118,ATTACK
75815,1181,1521,495,270613,1891,1210,44509,65271,65063,ATTACK
76203,978,1594,314,174936,1992,1354,56816,65229,65049,ATTACK
13950,340,374,97,17711,379,219,12957,61288,59410,BENIGN
71301,821,1585,536,123298,1693,1397,51328,65086,65241,ATTACK
45539,1073,1988,407,223109,1697,1017,47015,65342,65482,ATTACK
10562,254,410,136,21030,459,235,9767,63973,64128,BENIGN
66145,1442,1452,361,226827,1551,1136,72989,65459,65197,ATTACK
47387,1247,1340,413,285414,1338,844,69530,65124,65087,ATTACK
40986,1068,1293,586,224464,1977,1335,50365,65110,65429,ATTACK
14338,381,431,108,11165,353,323,13690,62808,58927,BENIGN
9099,372,404,145,20107,413,277,11476,64318,63130,BENIGN
8708,365,397,101,8827,507,252,10972,60814,64133,BENIGN
78401,1146,1660,343,168018,1967,954,77235,65532,65208,ATTACK
43006,969,1411,449,224561,1568,1281,71676,65530,65449,ATTACK
41176,1204,1468,301,210640,1888,1026,66749,65039,65014,ATTACK
52870,1169,1291,371,187453,1851,994,55734,65147,65438,ATTACK
71722,852,1511,475,218395,1306,1314,72157,65395,65033,ATTACK
42112,999,1515,444,267063,1386,970,69133,65494,65128,ATTACK
10414,336,366,85,12609,380,260,10956,61633,59878,BENIGN
52782,1451,1443,347,232817,1247,1284,64297,65416,65012,ATTACK
54468,1263,1370,336,257903,1980,951,51418,65254,65320,ATTACK
72987,977,1875,550,242185,1868,1235,70478,65232,65246,ATTACK
59816,1134,1564,479,161606,1222,1263,69983,65039,65088,ATTACK
79681,1053,1909,520,117080,1979,1324,71789,65338,65076,ATTACK
13163,228,474,101,24477,431,256,8174,64631,60295,BENIGN
10655,217,473,142,24355,475,340,9689,62450,61822,BENIGN
10427,317,368,134,24790,357,219,9966,62292,64013,BENIGN
60675,1307,1466,597,269683,1903,916,43566,65015,65106,ATTACK
73575,1076,1318,311,266475,1230,1218,71622,65310,65232,ATTACK
66073,1379,1555,309,297319,1928,965,63514,65320,65393,ATTACK
40331,891,1240,497,203298,1712,844,71878,65010,65205,ATTACK
12404,351,418,80,9496,399,298,12534,64311,61833,BENIGN
45531,1355,1695,360,220106,1352,1116,48816,65096,65479,ATTACK
74167,804,1609,576,186227,1428,1007,68231,65160,65283,ATTACK
52501,1433,1273,463,248740,1944,1320,65920,65133,65130,ATTACK
65863,800,1802,581,152588,1457,1345,78612,65050,65043,ATTACK
48225,865,1858,466,228867,1653,1097,61728,65211,65420,ATTACK
60616,1295,1633,572,163034,1563,1051,46544,65424,65440,ATTACK
63766,1433,1208,547,146207,1847,1155,43195,65441,65290,ATTACK
11955,218,415,131,6775,420,310,9023,63082,64435,BENIGN
9333,216,414,120,18401,362,324,9918,64939,64854,BENIGN
11863,331,374,121,10124,512,327,12903,60544,59696,BENIGN
8315,237,526,141,10914,448,200,11725,61162,61513,BENIGN
9047,221,476,145,14679,457,313,10654,65051,61821,BENIGN
52774,1091,1683,415,109357,1331,1299,40867,65509,65027,ATTACK
49622,835,1491,513,295866,1542,1301,72047,65350,65472,ATTACK
8556,322,473,109,17976,531,215,11508,62772,62664,BENIGN
10107,202,524,121,8827,499,332,8780,65462,58791,BENIGN
46523,1323,1728,569,145016,1847,947,77399,65413,65093,ATTACK
13399,354,465,101,13116,387,314,11551,64077,59638,BENIGN
14794,379,429,122,6940,492,269,8384,62190,63731,BENIGN
9987,217,506,89,18001,464,225,11587,64943,59417,BENIGN
9663,392,469,118,19199,450,287,9514,65429,62155,BENIGN
74173,978,1715,368,208454,1804,833,57300,65203,65462,ATTACK
8256,223,424,119,14081,448,231,8184,61463,58839,BENIGN
10488,245,525,131,15287,512,262,13375,64558,64408,BENIGN
79496,1252,1206,503,186182,1722,1032,55739,65031,65159,ATTACK
13450,319,359,95,12705,447,332,8989,64796,62981,BENIGN
10933,271,483,91,19764,480,286,13931,64357,63979,BENIGN
14188,263,476,80,6130,366,202,11864,63348,62343,BENIGN
8550,209,409,94,22726,384,328,10383,64613,63527,BENIGN
70048,1069,1737,580,117842,1834,1024,74739,65245,65332,ATTACK
79084,1243,1462,441,180152,1884,1031,77788,65218,65011,ATTACK
62379,1069,1941,328,118477,1368,1178,61682,65218,65152,ATTACK
8287,227,360,116,17950,532,203,10466,63454,63132,BENIGN
8853,328,394,137,20420,548,204,9164,63618,63378,BENIGN
50563,1296,1658,347,253517,1428,1205,72511,65082,65217,ATTACK
56197,1219,1916,523,144144,1808,1397,41511,65166,65350,ATTACK
9988,206,494,90,6188,536,303,13468,63173,59856,BENIGN
46013,1229,1529,501,173054,1851,824,59673,65133,65182,ATTACK
72536,1191,1981,476,210645,1768,862,62474,65408,65376,ATTACK
72352,1041,1617,539,210283,1577,1036,71896,65317,65107,ATTACK
48928,820,1571,499,283516,1307,1253,50144,65254,65428,ATTACK
43441,1221,1536,320,220075,1934,1398,73066,65163,65359,ATTACK
76425,1493,1744,477,283365,1447,1227,52841,65008,65203,ATTACK
63688,916,1918,348,134411,1337,803,75757,65040,65103,ATTACK
11290,345,462,123,22440,401,208,10222,65375,63536,BENIGN
12784,200,504,137,18665,532,301,9493,64134,64246,BENIGN
8295,283,361,98,21353,523,212,12748,62930,62641,BENIGN
11579,291,354,131,12472,523,241,13999,62374,64508,BENIGN
72409,1358,1212,477,133288,1398,1267,78148,65504,65489,ATTACK
47386,991,1466,577,112411,1513,926,66895,65325,65363,ATTACK
46633,1110,1738,529,224332,1658,1294,43714,65230,65414,ATTACK
51836,1332,1937,426,263016,1965,1174,42463,65232,65497,ATTACK
62044,1315,1850,580,237787,1605,1291,53502,65239,65478,ATTACK
10490,250,472,121,6520,505,235,11408,63346,61026,BENIGN
12420,375,483,97,16884,447,310,11027,62482,58675,BENIGN
52608,1383,1983,331,136708,1319,1342,70911,65258,65489,ATTACK
9763,364,422,96,11887,442,228,13510,64632,63264,BENIGN
10992,237,413,104,22788,501,343,7306,63345,58799,BENIGN
72308,1239,1943,589,188778,1665,856,77017,65425,65129,ATTACK
67973,1039,1830,324,140690,1442,968,67884,65447,65526,ATTACK
12186,339,402,112,15508,380,307,9111,61105,59415,BENIGN
12674,390,443,104,23459,522,308,12383,62945,58635,BENIGN
13603,278,517,130,8984,387,217,7632,62267,62411,BENIGN
58826,963,1821,527,213069,1472,1047,61908,65413,65485,ATTACK
11698,369,432,94,6052,462,229,7003,62786,59803,BENIGN
14997,348,482,148,9022,367,214,8858,64061,64183,BENIGN
10644,319,400,95,18547,534,281,10204,64713,59361,BENIGN
8657,384,548,103,16307,428,250,7259,60725,63272,BENIGN
71302,1406,1798,404,156625,1885,1084,68748,65089,65460,ATTACK
70727,1069,1841,504,118767,1645,1107,78572,65491,65168,ATTACK
14127,323,540,103,20934,492,249,13431,61377,60980,BENIGN
55291,1405,1256,387,124485,1228,1225,74510,65229,65341,ATTACK
13630,284,398,146,16761,465,322,13974,61842,58862,BENIGN
67353,1486,1845,478,261186,1553,1035,59625,65133,65416,ATTACK
11526,397,458,95,8473,531,209,10432,63060,59320,BENIGN
8750,312,481,92,20034,462,216,12147,63382,58788,BENIGN
13134,260,397,149,9204,443,242,7436,60341,61815,BENIGN
14437,285,505,103,8862,383,285,12032,61801,59974,BENIGN
11183,242,519,126,15299,526,210,10941,60832,61944,BENIGN
73606,1154,1264,354,269469,1299,1385,50376,65450,65320,ATTACK
78000,921,1374,432,226505,1762,989,57677,65089,65220,ATTACK
11666,334,372,127,7171,412,246,9215,60593,61299,BENIGN
12001,233,359,126,17136,461,267,12325,61071,63622,BENIGN
44456,884,1934,488,260067,1377,1107,58247,65517,65246,ATTACK
10650,347,478,135,16371,391,314,12057,60378,61859,BENIGN
73510,1379,1779,421,221005,1346,1062,74729,65527,65394,ATTACK
11699,365,499,139,12115,530,204,11262,60276,59322,BENIGN
10699,248,379,102,7880,491,320,12249,63958,60291,BENIGN
76306,1406,1479,445,249843,1977,1374,56322,65130,65459,ATTACK
14299,356,388,132,24367,511,343,12549,63028,60494,BENIGN
73484,1080,1588,529,152526,1798,997,75075,65418,65257,ATTACK
10642,335,423,116,13271,391,246,10494,60680,58708,BENIGN
54371,1048,1921,587,281762,1273,1320,57098,65162,65402,ATTACK
43328,1170,1695,574,222797,1468,860,61106,65477,65149,ATTACK
9977,243,394,116,12791,409,243,9615,65228,60684,BENIGN
11280,390,473,83,18851,539,206,11346,63812,59330,BENIGN
12379,320,472,96,15465,543,342,7502,63966,61938,BENIGN
64397,808,1792,502,115264,1943,1363,58824,65037,65326,ATTACK
10199,285,371,148,9652,484,332,7963,60039,59608,BENIGN
78022,1228,1573,507,225271,1327,1397,50345,65205,65425,ATTACK
8622,369,375,82,8490,512,275,13033,63520,60020,BENIGN
9911,282,413,138,9417,424,335,12766,62911,59439,BENIGN
11481,310,426,101,15409,464,309,12482,64680,64503,BENIGN
14471,330,402,81,12383,465,347,7059,62974,58799,BENIGN
48946,1295,1477,319,169033,1571,948,77747,65501,65166,ATTACK
13467,375,432,112,22396,508,314,13406,63860,63396,BENIGN
8444,317,440,113,22935,447,212,12821,64555,62009,BENIGN
10007,274,407,106,19728,468,269,8147,64350,60992,BENIGN
11009,393,369,85,24660,415,202,12191,61320,62525,BENIGN
66520,939,1664,568,106174,1441,1373,41024,65043,65273,ATTACK
12773,279,463,122,9224,419,268,8907,60636,63443,BENIGN
77748,1109,1312,313,297981,1247,1131,73780,65435,65324,ATTACK
11144,346,409,129,10235,426,333,8493,61167,59600,BENIGN
42296,909,1640,495,260395,1891,1043,41419,65377,65108,ATTACK
9017,231,389,83,6590,510,206,13651,62118,60835,BENIGN
8249,260,494,87,13287,420,298,8972,60698,63003,BENIGN
12083,317,499,85,24033,360,318,10028,64502,64071,BENIGN
8820,340,354,132,6092,397,203,10287,60157,61909,BENIGN
12202,368,359,123,7931,501,301,7684,62005,64678,BENIGN
9679,264,509,147,18397,460,335,11330,62033,62777,BENIGN
13491,331,549,110,8705,354,274,9211,62727,63208,BENIGN
65047,824,1932,349,209099,1549,1324,58748,65232,65300,ATTACK
10331,376,451,94,20867,408,326,12304,61893,58403,BENIGN
14589,215,433,109,23499,522,321,13513,64188,58166,BENIGN
71292,1177,1567,342,163416,1754,1045,74313,65325,65184,ATTACK
10545,267,384,140,11656,472,292,10029,65121,58901,BENIGN
10115,250,443,140,16836,421,247,12153,64269,63468,BENIGN
78666,827,1235,407,217673,1593,1257,58501,65363,65053,ATTACK
12522,342,485,91,20284,379,285,11770,64384,58872,BENIGN
9850,245,378,137,21530,450,277,10846,61665,61180,BENIGN
14709,345,419,108,24098,476,268,7553,62588,58330,BENIGN
75913,1422,1419,596,176782,1251,1083,77577,65412,65035,ATTACK
50720,1046,1399,312,121186,1523,1168,45864,65358,65490,ATTACK
61204,1371,1781,316,105462,1874,990,44771,65237,65120,ATTACK
10697,210,495,139,6265,409,317,11889,63146,63745,BENIGN
14817,339,463,107,16000,473,310,13579,61437,64680,BENIGN
14664,200,481,126,17367,545,254,9883,63786,64880,BENIGN
13362,359,531,146,6603,463,284,8885,62401,63796,BENIGN
64469,1269,1348,368,117412,1612,934,49166,65479,65122,ATTACK
13357,277,438,126,6008,379,235,12515,63464,60982,BENIGN
13687,248,524,99,13924,382,249,9810,64057,64458,BENIGN
71194,1196,1978,546,156796,1883,1378,56249,65071,65246,ATTACK
64031,1085,1833,336,267349,1218,841,49114,65071,65429,ATTACK
14029,380,534,117,14382,498,224,8309,64172,61370,BENIGN
70114,917,1220,534,182986,1415,1181,73441,65469,65344,ATTACK
8700,266,382,110,23118,383,346,11017,63758,58782,BENIGN
43056,840,1301,551,298437,1828,951,53966,65308,65303,ATTACK
59326,1016,1776,495,104393,1286,814,78575,65486,65222,ATTACK
13637,275,420,81,8020,371,296,13460,64208,58039,BENIGN
53051,963,1718,529,115270,1533,1102,74594,65189,65253,ATTACK
12919,272,549,90,13884,517,272,8596,62956,62496,BENIGN
48418,1293,1467,471,218992,1689,905,70112,65491,65022,ATTACK
11995,387,429,126,15263,534,272,12519,64118,63220,BENIGN
13164,399,361,130,17006,541,328,12135,63112,60812,BENIGN
13629,256,485,88,22846,364,276,7973,64850,61535,BENIGN
10747,210,549,125,9105,489,289,11347,60892,59141,BENIGN
76915,897,1441,478,262827,1360,1291,72350,65356,65015,ATTACK
13893,365,488,125,24634,470,277,12524,64072,62359,BENIGN
55166,906,1429,513,215086,1364,952,40677,65442,65098,ATTACK
56708,1159,1585,592,235969,1222,1376,75306,65234,65158,ATTACK
68506,808,1736,476,243402,1957,1030,41472,65015,65525,ATTACK
76518,1136,1281,529,251728,1201,1269,53901,65242,65345,ATTACK
71439,1209,1387,551,280410,1648,1063,72245,65298,65122,ATTACK
11735,243,380,123,6176,545,347,11808,61755,60729,BENIGN
8880,351,435,138,7205,547,309,7832,62646,62031,BENIGN
11131,355,402,96,16193,393,206,12924,63674,64667,BENIGN
64231,1101,1589,512,165460,1316,1318,61021,65312,65234,ATTACK
73002,1393,1501,466,106857,1864,1113,76603,65218,65231,ATTACK
12627,279,369,131,19571,442,297,8631,60821,59512,BENIGN
42890,1422,1492,302,166442,1966,1041,51633,65419,65371,ATTACK
43730,817,1474,373,149163,1565,1365,47433,65385,65482,ATTACK
50409,1273,1299,592,131844,1578,1267,67085,65039,65465,ATTACK
50528,878,1798,445,105273,1285,1033,49685,65495,65527,ATTACK
11870,330,368,138,8168,361,202,10783,60279,64099,BENIGN
12179,376,367,80,23150,470,274,9204,64287,62586,BENIGN
11090,236,440,111,10114,442,307,7767,65458,60955,BENIGN
11537,226,373,128,24634,489,291,9360,62607,60771,BENIGN
47442,1465,1324,483,243453,1922,927,67608,65153,65418,ATTACK
13750,316,548,134,9057,532,234,8037,65365,59123,BENIGN
10410,257,471,128,19468,508,200,8110,60679,58832,BENIGN
47723,1350,1959,355,171103,1632,1304,48478,65504,65398,ATTACK
46995,1296,1524,387,145648,1755,1396,55954,65182,65113,ATTACK
10492,391,523,139,24558,431,349,11372,61937,63659,BENIGN
56031,915,1303,300,142582,1882,1302,57989,65394,65479,ATTACK
14246,369,357,143,16386,436,286,8208,61910,62410,BENIGN
13740,241,458,114,22046,432,235,10484,64663,60216,BENIGN
14515,218,398,101,19643,485,339,11977,61522,59845,BENIGN
12325,393,487,104,9959,367,265,8286,61093,64106,BENIGN
71106,863,1901,433,233421,1464,884,46536,65340,65324,ATTACK
40523,1013,1725,442,290194,1282,1086,55873,65442,65410,ATTACK
54914,1160,1638,317,137765,1486,1116,78705,65427,65029,ATTACK
76390,1122,1811,451,241603,1914,1108,57029,65283,65224,ATTACK
8718,379,513,92,6420,445,333,13759,65038,62415,BENIGN
11782,351,531,93,22728,362,288,11362,62177,62490,BENIGN
53208,1012,1707,519,234658,1295,979,72923,65384,65289,ATTACK
74145,1419,1941,551,185319,1278,1147,54258,65466,65088,ATTACK
51881,974,1462,544,126557,1859,1203,40930,65340,65231,ATTACK
11322,262,418,149,13776,497,278,10013,64275,60924,BENIGN
12531,330,432,138,20945,507,232,11983,64372,61431,BENIGN
10554,202,456,84,11582,485,238,7420,65503,58450,BENIGN
8115,381,520,98,12211,495,342,11288,65275,64012,BENIGN
10712,272,432,89,14230,435,214,11181,62142,58610,BENIGN
69375,822,1883,399,258557,1389,1255,60476,65361,65329,ATTACK
67072,1215,1876,342,225575,1548,1288,74776,65352,65308,ATTACK
13509,272,473,116,22552,509,296,10382,62915,61319,BENIGN
10843,250,451,106,21953,363,216,8525,63221,60589,BENIGN
54473,1464,1419,548,297000,1497,1119,71122,65150,65433,ATTACK
8838,264,487,91,16273,445,284,9678,65262,64635,BENIGN
13114,244,406,128,16643,414,328,8445,64554,60117,BENIGN
12587,335,511,86,7996,404,301,10941,63935,64162,BENIGN
9018,276,505,116,19925,364,347,13728,64895,64103,BENIGN
79778,1185,1929,348,176679,1605,990,66801,65477,65202,ATTACK
9262,218,492,84,8693,439,229,9055,60807,63240,BENIGN
12171,238,499,85,20806,428,295,13170,60067,62155,BENIGN
11607,251,363,141,9326,500,336,7312,63325,59968,BENIGN
47544,914,1876,479,243718,1670,1029,59368,65443,65171,ATTACK
12446,356,363,94,11096,475,346,8501,62216,59355,BENIGN
12923,315,386,113,7025,502,260,13446,64547,58640,BENIGN
12452,224,434,82,23614,355,203,9744,62570,58617,BENIGN
11256,341,366,111,19662,460,217,11841,60072,63458,BENIGN
47530,1075,1917,548,222545,1745,1235,61319,65084,65238,ATTACK
42364,1055,1661,515,289937,1928,1090,75343,65362,65437,ATTACK
10690,300,356,88,14489,457,269,13359,62474,64859,BENIGN
70575,979,1945,369,130814,1967,960,47118,65225,65275,ATTACK
60673,1206,1881,506,255790,1643,1202,64451,65466,65007,ATTACK
40485,917,1242,304,233286,1255,1348,56046,65361,65373,ATTACK
